"issue_time","plate","make","body_style","color","agency","violation_code","violation","fine"
"1024","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1444","CA","MERZ","PA","WT","54","80.69C","PARKED OVER TIME LIM","$58"
"1706","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"1036","CA","MERZ","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"1944","CA","HOND","PA","GY","51","5204A-","DISPLAY OF TABS","$25"
"852","CA","HOND","PA","WH","55","8069BS","NO PARK/STREET CLEAN","$73"
"805","CA","HOND","PA","GN","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1042","CA","HOND","PA","GN","56","5204A-","DISPLAY OF TABS","$25"
"1710","CA","NISS","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1310","CA","CHEV","VN","WT","54","80.69C","PARKED OVER TIME LIM","$58"
"1515","CA","HOND","PA","SL","54","88.13B+","METER EXP.","$63"
"1119","CA","NISS","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"909","CA","HOND","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1035","CA","FORD","PA","SL","53","5200","DISPLAY OF PLATES","$25"
"816","CA","TOYO","PA","SI","51","8069BS","NO PARK/STREET CLEAN","$73"
"808","CA","FORD","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1608","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1235","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1135","CA","FORD","PA","SL","51","80.56E4+","RED ZONE","$93"
"1638","CA","TOYT","CM","GY","53","5204A-","DISPLAY OF TABS","$25"
"1005","CA","TOYT","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"723","CA","FORD","PU","BK","55","80.69AP+","NO STOP/STANDING","$93"
"949","CA","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1653","CA","NISS","PA","SL","55","88.13B+","METER EXP.","$63"
"1204","CA","TOYT","PA","RD","54","80.56E4+","RED ZONE","$93"
"817","CA","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1621","CA","TOYT","PA","WT","56","80.69AP+","NO STOP/STANDING","$93"
"1052","CA","MERZ","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1020","WA","CHEV","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1407","CA","MERZ","PA","WT","56","88.13B+","METER EXP.","$63"
"1510","CA","HOND","PA","SL","51","80.58L","PREFERENTIAL PARKING","$68"
"1206","CA","TOYT","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1224","CA","HOND","MC","BL","51","80.56E4+","RED ZONE","$93"
"1047","CA","TOYT","PA","WT","56","80.69C","PARKED OVER TIME LIM","$58"
"1835","CA","NISS","PA","BL","56","5204A-","DISPLAY OF TABS","$25"
"1331","CA","CHEV","PU","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1949","CA","MERZ","PA","BL","51","88.13B+","METER EXP.","$63"
"1317","CA","TOYT","PA","WT","55","80.69AP+","NO STOP/STANDING","$93"
"1039","CA","FORD","CM","WT","53","5204A-","DISPLAY OF TABS","$25"
"810","CA","TOYT","PA","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1054","CA","NISS","PA","GY","53","80.56E4+","RED ZONE","$93"
"2343","CA","HOND","PA","GN","54","8.06E+02","WHITE ZONE","$58"
"1206","CA","FORD","VN","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1148","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"816","CA","CHEV","PU","BL","53","80.58L","PREFERENTIAL PARKING","$68"
"820","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1256","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1219","CA","CHEV","PA","BK","55","80.69C","PARKED OVER TIME LIM","$58"
"1018","CA","CHEV","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1658","CA","HOND","PA","WT","51","88.13B+","METER EXP.","$63"
"1827","CA","FORD","PA","RD","55","80.56E4+","RED ZONE","$93"
"1829","CA","BMW","PA","WT","54","88.13B+","METER EXP.","$63"
"831","CA","HOND","PA","SL","51","88.13B+","METER EXP.","$63"
"1200","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"1026","CA","NISS","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1110","CA","NISS","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"847","CA","TOYT","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1056","CA","FORD","PA","WT","56","88.13B+","METER EXP.","$63"
"1913","CA","FORD","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"938","CA","TOYT","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1932","CA","FORD","PA","BL","53","88.13B+","METER EXP.","$63"
"1814","CA","CHEV","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1711","CA","NISS","PA","WT","55","80.56E4+","RED ZONE","$93"
"1722","CA","NISS","PU","RD","54","88.13B+","METER EXP.","$63"
"1142","OR","TOYT","PA","SL","53","88.13B+","METER EXP.","$63"
"1848","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"817","CA","HOND","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"843","CA","HOND","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1425","CA","HOND","PA","BL","54","88.13B+","METER EXP.","$63"
"2129","CA","TOYT","PA","GY","53","80.56E4+","RED ZONE","$93"
"1010","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1849","CA","TOYT","PA","WT","51","80.58L","PREFERENTIAL PARKING","$68"
"2059","CA","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1223","TN","HOND","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"915","CA","NISS","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"809","CA","TOYT","TK","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1410","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"2257","CA","NISS","PA","GY","56","5204A-","DISPLAY OF TABS","$25"
"823","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1735","CA","TOYT","PA","BK","56","5200","DISPLAY OF PLATES","$25"
"1140","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1215","CA","NISS","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"818","CA","CHEV","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1206","CA","TOYT","PA","GN","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1127","CA","TOYT","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"2036","CA","TOYT","PA","BL","53","80.58L","PREFERENTIAL PARKING","$68"
"1547","CA","HOND","PA","BL","54","88.13B+","METER EXP.","$63"
"559","CA","TOYT","PU","RD","53","80.56E4+","RED ZONE","$93"
"1013","CA","TOYT","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1206","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"737","CA","TOYT","PA","GY","57","5204A-","DISPLAY OF TABS","$25"
"1819","CA","NISS","PA","GY","53","88.13B+","METER EXP.","$63"
"1256","CA","FORD","PA","SL","53","80.69C","PARKED OVER TIME LIM","$58"
"1235","CA","HOND","PA","GY","56","80.69C","PARKED OVER TIME LIM","$58"
"1142","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"825","CA","BMW","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"855","CA","NISS","PU","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"933","CA","HOND","PA","GR","56","8069BS","NO PARK/STREET CLEAN","$73"
"1214","CA","TOYT","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1454","CA","TOYT","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"1235","CA","FORD","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1249","CA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1139","CA","TOYT","PA","BK","57","5204A-","DISPLAY OF TABS","$25"
"2151","CA","NISS","PA","WT","54","5200","DISPLAY OF PLATES","$25"
"1134","CA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1207","CA","TOYO","PA","BK","51","8069BS","NO PARK/STREET CLEAN","$73"
"915","SC","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"817","CA","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1311","CA","CHEV","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1940","CA","NISS","NA","GY","1","8.06E+07","RED ZONE","$93"
"834","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"846","CA","NISS","PA","RD","55","5204A-","DISPLAY OF TABS","$25"
"1707","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"1405","CA","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"2207","CA","CHEV","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1221","CA","NISS","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1607","CA","CHEV","VN","GY","55","80.69AP+","NO STOP/STANDING","$93"
"1332","CA","HOND","PA","BK","55","88.13B+","METER EXP.","$63"
"1742","CA","CHEV","VN","WT","56","88.13B+","METER EXP.","$63"
"1240","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1209","CA","TOYT","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1016","CA","TOYT","PA","GY","54","80.56E4+","RED ZONE","$93"
"1005","CA","TOYT","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1156","CA","CHEV","PA","BK","53","88.13B+","METER EXP.","$63"
"837","CA","CHEV","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1206","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1811","CA","FORD","MH","GY","53","5200","DISPLAY OF PLATES","$25"
"1322","CA","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"1030","CA","HOND","PA","GN","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1105","CA","TOYT","PA","GN","54","5204A-","DISPLAY OF TABS","$25"
"947","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1250","WA","CHEV","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2031","CA","BMW","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1047","CA","TOYT","PA","BL","56","88.13B+","METER EXP.","$63"
"1109","CA","BMW","PA","GY","53","5204A-","DISPLAY OF TABS","$25"
"1627","CA","TOYT","PU","GY","56","88.13B+","METER EXP.","$63"
"2209","CA","HOND","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1552","CA","BMW","PA","WT","55","5200","DISPLAY OF PLATES","$25"
"1449","CA","MERZ","PA","BK","51","88.13B+","METER EXP.","$63"
"419","CA","TOYO","SU","GY","56","8069BS","NO PARK/STREET CLEAN","$73"
"442","CA","HOND","PA","GY","56","5204A-","DISPLAY OF TABS","$25"
"904","CA","FORD","PU","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"810","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1214","CA","FORD","PA","SL","54","88.13B+","METER EXP.","$63"
"2104","CA","NISS","PA","WT","56","8.06E+02","WHITE ZONE","$58"
"1224","CA","BMW","PA","WT","56","88.13B+","METER EXP.","$63"
"901","CA","HOND","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"847","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1249","CA","MERZ","PA","WT","51","80.56E4+","RED ZONE","$93"
"1056","CA","CHEV","PU","WT","53","80.56E4+","RED ZONE","$93"
"1745","CA","BMW","PA","GY","53","8.06E+02","WHITE ZONE","$58"
"114","CA","MERZ","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1826","FL","NISS","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1822","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"822","CA","CHEV","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1222","CA","HOND","PA","SL","54","80.69C","PARKED OVER TIME LIM","$58"
"1430","CA","TOYT","TK","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"824","CA","TOYO","PA","GY","54","8069BS","NO PARK/STREET CLEAN","$73"
"927","CA","HOND","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1633","CA","TOYT","PA","WT","51","80.58L","PREFERENTIAL PARKING","$68"
"913","CA","CHEV","PA","WT","56","88.13B+","METER EXP.","$63"
"1235","CA","HOND","PA","SI","54","8069BS","NO PARK/STREET CLEAN","$73"
"1029","TX","HOND","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1337","CA","TOYT","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"818","CA","TOYO","PA","WH","51","8069BS","NO PARK/STREET CLEAN","$73"
"1156","CA","BMW","PA","BK","51","88.13B+","METER EXP.","$63"
"1810","CA","CHEV","PA","BL","56","80.56E4+","RED ZONE","$93"
"1902","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1004","PA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"807","CA","BMW","PA","BK","56","88.13B+","METER EXP.","$63"
"1253","FL","CHEV","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1555","CA","FORD","PA","GN","55","80.69C","PARKED OVER TIME LIM","$58"
"945","CA","HOND","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1932","CA","CHEV","PA","GY","55","88.13B+","METER EXP.","$63"
"808","CA","MERZ","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1012","CA","CHEV","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1251","CA","CHEV","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"813","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1400","CA","HOND","PA","GY","53","88.13B+","METER EXP.","$63"
"954","CA","FORD","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"819","CA","TOYT","TK","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1101","CA","TOYT","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"1123","CA","TOYT","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"831","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"827","LA","CHEV","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1234","CA","CHEV","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2006","CA","FORD","PA","SL","53","5204A-","DISPLAY OF TABS","$25"
"2120","CA","CHEV","PA","GY","53","80.69AP+","NO STOP/STANDING","$93"
"1223","CA","TOYT","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"851","CA","FORD","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"956","CA","TOYT","PA","SL","54","80.56E4+","RED ZONE","$93"
"1313","CA","TOYT","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1115","CA","FORD","PA","WT","51","88.13B+","METER EXP.","$63"
"1341","CA","FORD","PA","GY","51","88.13B+","METER EXP.","$63"
"947","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"1032","CA","CHEV","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1918","CA","CHEV","PA","WT","56","88.13B+","METER EXP.","$63"
"839","CA","HOND","PA","SL","57","80.56E4+","RED ZONE","$93"
"1217","CA","TOYT","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1002","CA","FORD","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"837","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1136","CA","TOYT","PA","BL","53","80.69AP+","NO STOP/STANDING","$93"
"900","CA","TOYT","PA","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"151","CA","FORD","PA","WT","54","5200","DISPLAY OF PLATES","$25"
"1141","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1232","CA","TOYT","PA","SL","51","88.13B+","METER EXP.","$63"
"1020","CA","TOYT","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"831","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1308","CA","FORD","PA","BK","55","80.56E4+","RED ZONE","$93"
"1206","CA","NISS","PA","BL","55","5204A-","DISPLAY OF TABS","$25"
"1239","CA","TOYT","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1757","CA","TOYT","PA","SL","54","88.13B+","METER EXP.","$63"
"1130","CA","CHEV","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"936","CA","TOYT","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2128","CA","FORD","PA","GY","53","80.58L","PREFERENTIAL PARKING","$68"
"1917","CA","FORD","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"1203","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"2215","CA","FORD","PA","RD","54","8.06E+02","WHITE ZONE","$58"
"1219","CA","FORD","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"420","CA","CHEV","VN","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"809","CA","BMW","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"917","CA","HOND","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"831","CA","CHEV","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1415","CA","HOND","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"1742","CA","HOND","PA","BK","53","5200","DISPLAY OF PLATES","$25"
"1827","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"1213","CA","NISS","PA","SL","56","88.13B+","METER EXP.","$63"
"1313","CA","TOYT","PA","WT","53","88.13B+","METER EXP.","$63"
"1033","CA","TOYT","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"638","CA","NISS","PA","RD","54","8.06E+02","WHITE ZONE","$58"
"2012","CA","CHEV","PA","SL","53","80.58L","PREFERENTIAL PARKING","$68"
"1425","CA","FORD","TK","GY","55","88.13B+","METER EXP.","$63"
"1121","CA","CHEV","TK","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1346","CA","HOND","PA","BK","54","88.13B+","METER EXP.","$63"
"1049","CA","MERZ","PA","WT","54","88.13B+","METER EXP.","$63"
"905","CA","HOND","PA","GY","53","88.13B+","METER EXP.","$63"
"1116","CA","TOYT","PA","SL","53","80.56E4+","RED ZONE","$93"
"1937","CA","BMW","PA","BK","51","88.13B+","METER EXP.","$63"
"1353","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"808","CA","HOND","PA","WT","56","5200","DISPLAY OF PLATES","$25"
"1251","CA","FORD","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"2257","NV","CHEV","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1950","CA","HOND","PA","GY","54","88.13B+","METER EXP.","$63"
"419","CA","NISS","PU","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"945","CA","HOND","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"834","CA","FORD","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"148","CA","NISS","PA","GN","55","80.56E4+","RED ZONE","$93"
"1600","CA","HOND","NA","GY","1","8.06E+07","RED ZONE","$93"
"2208","CA","MERZ","PA","WT","53","80.56E4+","RED ZONE","$93"
"1013","CA","TOYT","PA","GN","54","80.56E4+","RED ZONE","$93"
"851","CA","HOND","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"923","CA","HOND","PA","WT","54","80.56E4+","RED ZONE","$93"
"817","CA","HOND","PA","BK","56","8069BS","NO PARK/STREET CLEAN","$73"
"1116","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1112","NV","FORD","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1321","CA","MERC","PA","WT","51","88.13B+","METER EXP.","$63"
"740","CA","TOYT","PA","GN","56","8.06E+02","WHITE ZONE","$58"
"813","CA","HOND","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1105","CA","FORD","PU","WT","56","5204A-","DISPLAY OF TABS","$25"
"1019","CA","FORD","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"822","CA","BMW","PA","BL","51","5200","DISPLAY OF PLATES","$25"
"1215","CA","BMW","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1539","CA","MERZ","PA","SL","51","88.13B+","METER EXP.","$63"
"1029","CA","NISS","PA","BK","54","88.13B+","METER EXP.","$63"
"1606","CA","TOYT","PA","SL","51","88.13B+","METER EXP.","$63"
"1625","CA","MERZ","PA","BK","56","80.69AP+","NO STOP/STANDING","$93"
"416","CA","BMW","PA","GY","54","8.06E+07","RED ZONE","$93"
"1047","CA","TOYT","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1333","CA","BMW","PA","WT","51","5200","DISPLAY OF PLATES","$25"
"1224","CA","TOYT","PA","SL","54","88.13B+","METER EXP.","$63"
"1100","CA","TOYT","PA","GN","56","80.56E4+","RED ZONE","$93"
"1452","TX","HOND","PA","BK","54","80.69AP+","NO STOP/STANDING","$93"
"1439","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"57","CA","BMW","PA","WT","55","80.56E4+","RED ZONE","$93"
"1248","CA","HOND","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1301","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1131","NY","FORD","PA","BK","51","88.13B+","METER EXP.","$63"
"1924","CA","FORD","PA","WT","53","80.58L","PREFERENTIAL PARKING","$68"
"2159","CA","NISS","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1704","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1228","CA","FORD","TK","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"811","CA","HOND","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"848","CA","BMW","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1851","CA","NISS","PA","BK","55","80.56E4+","RED ZONE","$93"
"1611","CA","BMW","PA","BK","53","8.06E+02","WHITE ZONE","$58"
"1756","CA","MERZ","PA","BK","51","5200","DISPLAY OF PLATES","$25"
"1219","CA","FORD","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"857","CA","HOND","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"933","CA","MERZ","PA","WT","51","88.13B+","METER EXP.","$63"
"1810","CA","MERZ","PA","WT","54","8.06E+02","WHITE ZONE","$58"
"1016","CA","FORD","PA","BK","54","80.69C","PARKED OVER TIME LIM","$58"
"919","NM","MERZ","PA","BK","56","88.13B+","METER EXP.","$63"
"1346","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"922","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1439","CA","CHEV","PA","BK","55","5200","DISPLAY OF PLATES","$25"
"317","CA","BMW","PA","SL","54","8.06E+02","WHITE ZONE","$58"
"2029","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1806","CA","NISS","PA","RD","53","80.58L","PREFERENTIAL PARKING","$68"
"1015","CA","BMW","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1245","CA","FORD","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1224","CA","MERZ","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1220","CA","CHEV","PA","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1300","CA","CHEV","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"809","CA","TOYT","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"320","CA","HOND","NA","BK","1","8.06E+07","RED ZONE","$93"
"1615","CA","CHEV","PA","WT","51","88.13B+","METER EXP.","$63"
"2342","CA","HOND","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1005","CA","FORD","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1605","CA","TOYT","PA","SL","56","80.69AP+","NO STOP/STANDING","$93"
"1402","CA","FORD","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1026","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1324","CA","HOND","PA","WT","51","5204A-","DISPLAY OF TABS","$25"
"920","CA","CHEV","PU","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2026","CA","BMW","PA","BK","53","8.06E+02","WHITE ZONE","$58"
"1824","CA","TOYT","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1412","CA","HOND","PA","SL","53","80.58L","PREFERENTIAL PARKING","$68"
"1305","MI","FORD","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
